capture_cost,penalty_services,penalty_biomass,CAPEX,aCAPEX,fixed_OPEX,energy_OPEX,other_OPEX,nominal,gross,captured,net,Name
40.95935528210597,-602.7001022137898,753.2785398857454,261432.9422724221,18246.774742264537,9199.890978403373,9616.889805863604,0.0,729.7611187875663,1004.9875187907724,904.8862041713721,100.10131461940023,Vartaverket KVV 8 
42.891118417135075,-524.9142212185149,697.0588807902529,323669.66010948765,37263.675160705556,11921.365814108365,-7243.202019749373,0.0,810.8160443594038,1086.0424443626096,977.867691561727,108.17475280088252,Vartaverket KVV 8 
4.571030228982967,-793.0433885744684,914.2588789883998,310767.8593833383,33588.99096486651,12559.96355848543,-42740.99468071079,0.0,552.8055154163615,828.0319154195674,745.5561814123922,82.47573400717522,Vartaverket KVV 8 
-2.0636410900793924,-708.0943464120077,906.4791100289715,427461.82791268843,34524.22565829732,10697.312495223021,-46773.30306946328,0.0,559.9120189438296,835.1384189470356,751.9548449596158,83.18357398741978,Vartaverket KVV 8 
37.65869052458137,-667.8114191942735,794.4273789426286,369277.66435479507,36576.06709371605,12841.59621772279,-17105.906356290103,0.0,677.7059268832547,952.9323268864607,858.0159454577299,94.9163814287308,Vartaverket KVV 8 
42.41233917225651,-822.4881586698609,835.3763642896574,223217.6339963083,20894.620664974853,7119.476825820239,6592.555999705851,0.0,630.9945120546046,906.2209120578106,815.957199388296,90.26371266951458,Vartaverket KVV 8 
-1.9816111401443846,-824.4933626761882,846.0826598446515,290172.61987727805,30862.664754562615,8908.921663707933,-41368.035982669724,0.0,619.5272295028163,894.7536295060223,805.6321101842691,89.12151932175323,Vartaverket KVV 8 
58.298616350824155,-779.6365813786741,807.0132986697017,331173.2026174136,36418.73388859666,14898.663292129031,-2076.368395195201,0.0,662.8443009456199,938.0707009488259,844.6346048628712,93.43609608595466,Vartaverket KVV 8 
-23.712955998066338,-716.1969139547949,767.1663466806166,254914.7116121109,25838.134079680913,8316.91060933506,-55224.13157518059,0.0,711.5680990433964,986.7944990466024,888.5052917014093,98.28920734519306,Vartaverket KVV 8 
26.39996120324395,-673.743720981838,852.9429494671053,260344.55028387564,19472.923933188213,9233.248010913616,-7608.581027524404,0.0,612.3306531749528,887.5570531781588,799.1523454960613,88.40470768209741,Vartaverket KVV 8 
48.88163850624375,-746.2312244953813,872.8638785221538,287449.17007070815,26999.03905860022,10023.918568695795,1149.3834300751835,0.0,592.074389255995,867.300789259201,780.9136973281976,86.3870919310034,Vartaverket KVV 8 
16.887251857369563,-588.3501367135104,750.0020725425609,326824.5347791318,22328.485125659357,10665.642864212294,-17646.329832156865,0.0,734.1515183693479,1009.3779183725538,908.8393000437806,100.53861832877328,Vartaverket KVV 8 
76.35451764541119,-720.3258393504254,775.9319843752459,406783.17100680585,37300.238390990344,12307.143165787285,17467.612964710755,0.0,700.4203654380339,975.6467654412398,878.4679229195485,97.17884252169131,Vartaverket KVV 8 
24.529239459261966,-664.899721022712,888.5380278274357,397980.93590161856,47581.924514610204,14074.7731075827,-42839.383905268325,0.0,576.7748729295223,852.0012729327283,767.1380822131188,84.86319071960952,Vartaverket KVV 8 
-11.317550298593604,-851.647115250578,895.8824788023398,253557.70835366697,27049.08087191827,6767.357288600376,-42427.38587860642,0.0,569.7901603944858,845.0165603976918,760.8490787231428,84.16748167454898,Vartaverket KVV 8 
86.74392575927047,-639.004326364203,786.4796418866695,458677.2353932082,43949.8295157502,13649.128259432711,17580.83941232364,0.0,687.3357445706504,962.5621445738564,866.6865896309974,95.87555494285891,Vartaverket KVV 8 
3.6669950961764104,-585.0220586927041,762.1809474622398,360628.73184195097,26749.25158147783,8892.277736617005,-32362.073359691574,0.0,718.0226877347375,993.2490877379435,894.3169740867017,98.9321136512417,Vartaverket KVV 8 
54.27190252927647,-597.5553467637213,810.0214447886534,424652.9215434909,45547.67658573959,13954.643458148064,-13832.627105433508,0.0,659.3606231287964,934.5870231320024,841.497917155531,93.08910597647139,Vartaverket KVV 8 
57.34920148788485,-548.34866354422,735.8892192914112,364506.08080302953,33408.10022886817,8642.991904050341,11069.69439633958,0.0,753.5093266691617,1028.7357266723677,926.2689828467791,102.46674382558865,Vartaverket KVV 8 
23.279701024360115,-563.8694222836262,763.5987986899133,352841.61312091234,40142.07176131518,10920.097040098482,-30281.394571262063,0.0,716.1784215561488,991.4048215593548,892.6564051834852,98.74841637586962,Vartaverket KVV 8 
42.067122611175684,-657.1564498644798,718.5487425098206,323943.6159226816,30017.889554835132,12445.515249552087,-2557.5943239244075,0.0,778.3354336921117,1053.5618336953175,948.6222970206502,104.93953667466735,Vartaverket KVV 8 
29.92572080337943,-796.2909189328901,838.0336840785931,225550.21466274565,20828.266239315326,8380.513478481344,-4868.099722403162,0.0,628.1209774837286,903.3473774869345,813.3698818925285,89.97749559440604,Vartaverket KVV 8 
5.257985106687954,-702.8769508030166,850.8888403855781,381002.68852740194,39843.93354763314,14026.628170843569,-49658.48681294429,0.0,614.4732820552196,889.6996820584255,801.0815588227556,88.61812323566994,Vartaverket KVV 8 
18.14648369312653,-632.3290085501087,773.2435262809225,337421.12725183513,38853.60653025544,13739.609935589486,-36596.68767006658,0.0,703.8125508939751,979.0389508971809,881.52223132008,97.51671957710096,Vartaverket KVV 8 
18.97601626490018,-693.8694044434192,747.6969873087153,238592.5090618538,23293.496007265487,8463.381017943278,-14457.559296519816,0.0,737.2633433124778,1012.4897433156838,911.6411731100478,100.84857020563595,Vartaverket KVV 8 
