Name,Latitude,Longitude
Skutskar, 60.643481181971424, 17.389029898104067
Ostrand, 62.4752719068915, 17.33011166821359
Vallvik, 61.187113907234874, 17.184816533772693
Aspa, 58.77422192006248, 14.804675390611466
Varo, 57.22387754439279, 12.179181889108957
Monsteros, 57.094120403468594, 16.551878523944172
Morrum, 56.16580530175183, 14.768254608461476
